jahr;stichtag;stadtbezirk_id;stadtbezirk_name;einw_ges;einw_alter_unter1j;einw_alter_1bis_unter3j;einw_alter_3bis_unter5j;einw_alter_5bis_unter6j;einw_alter_6bis_unter10j;einw_alter_10bis_unter14j;einw_alter_14bis_unter15j;einw_alter_15bis_unter18j;einw_alter_18bis_unter21j;einw_alter_21bis_unter25j;einw_alter_25bis_unter30j;einw_alter_30bis_unter40j;einw_alter_40bis_unter45j;einw_alter_45bis_unter60j;einw_alter_60bis_unter65j;einw_alter_65bis_unter70j;einw_alter_70bis_unter75j;einw_alter_75j_u_aelter;durchschnittsalter_in_jahren
2014;20141231;057110001;Schildesche;41070;355;714;729;316;1368;1306;354;1113;1462;2832;3337;5394;2602;8489;2164;1757;2078;4700;43,2
2014;20141231;057110002;Gadderbaum;10301;79;134;134;84;324;343;96;315;398;567;664;1182;737;2512;605;440;484;1203;44,6
2014;20141231;057110003;Brackwede;38826;355;670;668;319;1410;1429;393;1280;1278;1910;2374;4739;2584;8753;2173;1843;2065;4583;44,1
2014;20141231;057110004;Dornberg;19074;144;302;328;166;621;667;178;538;645;1018;1131;2115;1201;4399;1180;1001;1145;2295;45,1
2014;20141231;057110005;Jöllenbeck;21861;205;418;410;182;826;885;240;795;729;937;1098;2326;1477;5255;1325;1118;1249;2386;44,2
2014;20141231;057110006;Heepen;46947;467;922;989;481;2014;2129;572;1712;1689;2295;2828;5409;3033;10008;2770;2084;2308;5237;42,6
2014;20141231;057110007;Stieghorst;31842;312;642;633;305;1281;1409;347;1086;1109;1538;1973;3727;2066;7094;1842;1472;1482;3524;42,9
2014;20141231;057110008;Sennestadt;21209;205;431;381;207;872;863;236;763;684;922;1219;2328;1228;4599;1186;922;1147;3016;44,6
2014;20141231;057110009;Senne;20154;156;346;367;190;798;837;241;715;659;886;1103;2320;1272;4853;1193;894;1056;2268;43,8
2014;20140630;057110000;Mitte;77625;693;1345;1275;602;2400;2201;580;1824;2470;5700;8571;12753;5353;15515;3813;2943;3018;6569;41
2014;20140630;057110001;Schildesche;40920;380;714;676;340;1356;1297;328;1111;1410;2865;3364;5384;2649;8368;2155;1727;2155;4641;43,2
2014;20140630;057110002;Gadderbaum;10248;63;116;155;77;320;350;96;308;397;541;664;1162;740;2507;617;444;513;1178;44,8
2014;20140630;057110003;Brackwede;38552;339;660;668;320;1391;1422;378;1320;1270;1908;2301;4669;2666;8636;2131;1831;2147;4495;44,1
2014;20140630;057110004;Dornberg;19120;129;315;326;165;644;658;183;549;611;995;1147;2114;1237;4434;1166;999;1178;2270;45,2
2014;20140630;057110005;Jöllenbeck;21848;193;397;398;183;835;910;256;792;728;917;1125;2285;1515;5277;1326;1083;1272;2356;44,1
2014;20140630;057110006;Heepen;46763;435;960;965;494;1996;2132;568;1708;1672;2226;2804;5423;3035;10026;2751;2019;2388;5161;42,6
2014;20140630;057110007;Stieghorst;31853;323;649;599;320;1271;1388;380;1077;1085;1569;1974;3746;2095;7071;1821;1434;1577;3474;42,9
2014;20140630;057110008;Sennestadt;21190;200;434;392;214;867;859;218;741;708;991;1175;2317;1247;4566;1182;910;1206;2963;44,5
2014;20140630;057110009;Senne;20197;154;336;384;183;801;860;227;732;689;868;1122;2286;1308;4839;1177;924;1083;2224;43,8
2013;20131231;057110000;Mitte;77683;684;1349;1273;657;2373;2220;592;1778;2567;5691;8584;12739;5462;15454;3769;2890;3105;6496;40,9
2013;20131231;057110001;Schildesche;40824;346;725;651;338;1362;1285;327;1107;1444;2853;3384;5297;2720;8324;2153;1719;2237;4552;43,2
2013;20131231;057110002;Gadderbaum;10238;63;123;158;79;321;351;95;324;407;542;611;1167;747;2492;601;458;547;1152;44,8
2013;20131231;057110003;Brackwede;38575;327;656;674;361;1417;1445;402;1309;1289;1876;2288;4674;2723;8609;2126;1848;2180;4371;43,9
2013;20131231;057110004;Dornberg;19081;126;301;346;144;642;674;184;534;621;977;1140;2099;1269;4426;1174;1003;1208;2213;45,2
2013;20131231;057110005;Jöllenbeck;21925;187;420;378;206;815;951;235;823;743;894;1143;2335;1566;5247;1325;1070;1306;2281;43,9
2013;20131231;057110006;Heepen;46684;416;942;955;513;1988;2137;550;1693;1706;2260;2801;5391;3041;10062;2736;1981;2478;5034;42,6
2013;20131231;057110007;Stieghorst;31797;286;648;598;323;1258;1392;356;1102;1058;1591;1980;3789;2137;7017;1838;1395;1653;3376;42,9
2013;20131231;057110008;Sennestadt;21020;181;415;396;220;847;837;234;705;713;988;1167;2294;1261;4518;1160;893;1290;2901;44,7
2013;20131231;057110009;Senne;20184;170;353;377;198;784;886;209;727;680;861;1116;2274;1345;4806;1171;942;1104;2181;43,7
